我 wo3  "戈 ge1, 弋 yi4" 0 "我们 我国 自我 我方" "我 wo3 i; me; my
我们 wo3men5 we; us; ourselves; our
尊重 zun1zhong4 to esteem; to respect; to honor; to value; eminent; serious; proper
尊敬 zun1jing4 to respect; to revere; to esteem; honorable; distinguished (used on formal occasions before a term of address)
尊严 zun1yan2 dignity; sanctity; honor; majesty
自尊 zi4zun1 self-respect; self-esteem; ego; pride"
吻 wen3 刎稳紊 "口 kou3, 勿 wu4" 1038 "亲吻 口吻 接吻 吻合" "吻 wen3 kiss; to kiss; mouth
亲吻 qin1wen3 to kiss; kiss
口吻 kou3wen3 tone of voice; connotation in intonation; accent (regional etc); snout; muzzle; lips; protruding portion of an animal's face
接吻 jie1wen3 to kiss
吻合 wen3he2 to be a good fit; to be identical with; to adjust oneself to; to fit in"
汤 tang1 嘡镗羰铴蹚耥 "氵 shui3, ㇀ ti2" 1039 "汤姆 鸡汤 汤圆 泡汤" "汤 tang1 soup; hot or boiling water; decoction of medicinal herbs; water in which sth has been boiled
汤姆 tang1mu3 tom (name)
鸡汤 ji1tang1 chicken stock; chicken soup
汤圆 tang1yuan2 boiled or deep-fried balls of glutinous rice flour, usually eaten during lantern festival
泡汤 pao4tang1 to dawdle; to go slow deliberately; to fizzle out; to have all one's hopes dashed"
优 you1 攸麀悠忧耰幽呦 "尤 you2, 尢 wang1" 1040 "优秀 优势 优惠 优美" "优 you1 excellent; superior
优秀 you1xiu4 outstanding; excellent
优势 you1shi4 superiority; dominance; advantage
优惠 you1hui4 privilege; favorable (terms); preferential (treatment); discount (price)
优美 you1mei3 graceful; fine; elegant"
境 jing4 竞靖竫径静倞净獍镜胫竟迳痉敬婧靓 "土 tu3, 竟 jing4, 十 shi2, 音 yin1, 儿 er2, 立 li4, 日 ri4, 亠 tou2, 囗 wei2" 1041 "环境 境界 境内 入境" "境 jing4 border; place; condition; boundary; circumstances; territory
环境 huan2jing4 environment; circumstances; surroundings; ambient
境界 jing4jie4 boundary; state; realm
境内 jing4nei4 within the borders; internal (to a country, province, city etc); domestic
入境 ru4jing4 to enter a country"
蒙 meng2 萌㠓甍𫑡鹲礞幪朦盟虻艨檬瞢 "艹 cao3, 十 shi2, 冖 mi4, 豕 shi3" 1042 "蒙古 启蒙 蒙蒙 蒙蔽" "蒙 meng2 drizzle; mist; blind; dim-sighted; to cover; ignorant; to suffer (misfortune); to receive (a favor); to cheat
蒙古 meng3gu3 mongolia
启蒙 qi3meng2 to instruct the young; to instruct the young; to initiate; to awake sb from ignorance; to free sb from prejudice or superstition; primer; enlightened; the enlightenment; western learning from the late qing dynasty
蒙蒙 meng2meng2 drizzle (of rain or snow)
蒙蔽 meng2bi4 to deceive; to hoodwink"
偶 ou3 𠙶𬉼藕呕耦 "禺 yu2, 日 ri4, 禸 rou2, 囗 wei2, 厶 si1" 1043 "偶尔 偶然 偶像 配偶" "偶 ou3 accidental; image; pair; mate
偶尔 ou3er3 occasionally; once in a while; sometimes
偶然 ou3ran2 incidentally; occasional; occasionally; by chance; randomly
偶像 ou3xiang4 idol
配偶 pei4ou3 spouse"
熟 shu2 塾秫孰赎婌 "孰 shu2, 灬 huo3, 享 xiang3, 丸 wan2, 亠 tou2, 口 kou3, 子 zi5, 了 le5, 九 jiu3" 1044 "成熟 熟练 熟人 熟睡" "熟 shu2 ripe; mature; thoroughly cooked; done; familiar; acquainted; experienced; skilled; (of sleep etc) deep; profound
成熟 cheng2shu2 mature; ripe; to mature; to ripen
熟练 shu2lian4 practiced; proficient; skilled; skillful
熟人 shu2ren2 acquaintance; friend
熟睡 shu2shui4 asleep; sleeping soundly"
营 ying2 蓥嬴萦莹茔赢盈蝇滢楹瀛荧迎萤潆溁 "吕 lü3, 艹 cao3, 冖 mi4, 十 shi2, 口 kou3" 1045 "经营 营销 营养 运营" "营 ying2 camp; barracks; battalion; to build; to operate; to manage; to strive for
经营 jing1ying2 to engage in (business etc); to run; to operate
营销 ying2xiao1 marketing
营养 ying2yang3 nutrition; nourishment
运营 yun4ying2 to be in operation; to do business; (of train, bus etc) to be in service; operation; service"
苏 su1 稣窣甦酥 "艹 cao3, 办 ban4, 十 shi2, 力 li4, 八 ba1" 1046 "苏州 复苏 苏醒 苏珊" "苏 su1 to revive; perilla frutescens (chinese basil or wild red basil); place name; to revive; used as phonetic in transliteration
苏州 su1zhou1 suzhou, prefecture-level city in jiangsu
复苏 fu4su1 to recover (health, economic); to resuscitate; anabiosis; to recover (health, economic); to resuscitate; anabiosis
苏醒 su1xing3 to come to; to awaken; to regain consciousness
苏珊 su1shan1 susan (name)"
爷 ye2 铘揶 "父 fu4, 八 ba1, 乂 yi4" 1047 "爷爷 老爷 大爷 少爷" "爷 ye2 grandpa; old gentleman
爷爷 ye2ye5 (coll.) father's father; paternal grandfather
老爷 lao3ye5 (respectful) lord; master; (coll.) maternal grandfather
大爷 da4ye5 (coll.) father's older brother; uncle; term of respect for older man
少爷 shao4ye5 son of the boss; young master of the house; your son (honorific)"
微 wei1 逶葳隈巍煨薇偎鳂威危溦 "彳 chi4, 攵 pu1, 𠂉 jiu3, 乂 yi4" 1048 "微笑 微微 稍微 微软" "微 wei1 tiny; miniature; slightly; profound; abtruse; to decline; one millionth part of; micro-
微笑 wei1xiao4 smile; to smile
微微 wei1wei1 slight; faint; humble
稍微 shao1wei1 a little bit
微软 wei1ruan3 microsoft corporation"
埃 ai1 锿唉哀哎挨 "土 tu3, 矣 yi3, 十 shi2, 厶 si1, 矢 shi3, 𠂉 jiu3, 大 da4, 人 ren2" 1049 "埃及 尘埃" "埃 ai1 dust; dirt; angstrom; phonetic ai or e
埃及 ai1ji2 egypt
尘埃 chen2ai1 dust"
抽 chou1 犨瘳 "扌 shou3, 由 you2, ㇀ ti2, 日 ri4, 囗 wei2" 1050 "抽烟 抽出 抽屉 抽象" "抽 chou1 to draw out; to pull out from in between; to remove part of the whole; (of certain plants) to sprout or bud; to whip or thrash
抽烟 chou1yan1 to smoke (a cigarette, tobacco)
抽出 chou1chu1 to take out; to extract
抽屉 chou1ti5 drawer
抽象 chou1xiang4 abstract; abstraction"
盖 gai4 戤概溉钙丐𬮿 "皿 min3, 土 tu3, 十 shi2" 1051 "覆盖 掩盖 膝盖 盖上" "盖 gai4 lid; top; cover; canopy; to cover; to conceal; to build
覆盖 fu4gai4 to cover
掩盖 yan3gai4 to conceal; to hide behind; to cover up
膝盖 xi1gai4 knee; (internet slang) to kneel down (in admiration)
盖上 gai4shang5 to cover"
灯 deng1 噔登蹬璒 "火 huo3, 丁 ding1, 人 ren2" 1052 "灯光 路灯 红灯 灯火" "灯 deng1 lamp; light; lantern
灯光 deng1guang1 (stage) lighting; light
路灯 lu4deng1 street lamp; street light
红灯 hong2deng1 red light
灯火 deng1huo3 lights"
莎 sha1 鲨裟铩纱杀砂刹沙痧煞 "艹 cao3, 沙 sha1, 十 shi2, 氵 shui3, 少 shao3, ㇀ ti2, 八 ba1" 1053 罗莎 "莎 sha1 katydid (family tettigoniidae)
罗莎 luo2sha1 rosa (name)"
府 fu3 𫖯脯㕮斧簠滏腐甫拊黼抚俯腑辅釜 "广 guang3, 付 fu4, 厂 chang3, 寸 cun4" 1054 "政府 王府 学府 首府" "府 fu3 seat of government; government repository (archive); official residence; mansion; presidential palace; (honorific) your home; prefecture (from tang to qing times)
政府 zheng4fu3 government
王府 wang2fu3 prince's mansion
学府 xue2fu3 educational establishment
首府 shou3fu3 capital city of an autonomous region"
透 tou4  "辶 chuo4, 秀 xiu4, 禾 he2, 乃 nai3, 木 mu4, 十 shi2" 1055 "透露 透过 透明 渗透" "透 tou4 (bound form) to penetrate; to seep through; to tell secretly; to leak; thoroughly; through and through; to appear; to show
透露 tou4lu4 to leak out; to divulge; to reveal
透过 tou4guo4 to pass through; to penetrate; by means of; via
透明 tou4ming2 transparent; (fig.) transparent; open to scrutiny
渗透 shen4tou4 (lit. and fig.) to permeate; to seep into; (of a product, idea etc) to penetrate (in a population); (of hostile forces) to infiltrate; (chemistry) osmosis"
魂 hun2 珲浑馄 "云 yun2, 鬼 gui3, 二 er4, 厶 si1, 儿 er2, 田 tian2, 囗 wei2, 十 shi2" 1056 "灵魂 鬼魂 魂魄 惊魂" "魂 hun2 soul; spirit; immortal soul (that can be detached from the body)
灵魂 ling2hun2 soul; spirit
鬼魂 gui3hun2 ghost
魂魄 hun2po4 soul
惊魂 jing1hun2 in a panicked state; frightened"
艺 yi4 诣疫易𬟁异劓忆镱佚抑译佾瘗裛奕螠毅绎蜴义益𫄷亦燚 "艹 cao3, 十 shi2" 1057 "艺术 文艺 工艺 艺人" "艺 yi4 skill; art
艺术 yi4shu4 art
文艺 wen2yi4 literature and art
工艺 gong1yi4 arts and crafts; industrial arts
艺人 yi4ren2 performing artist; actor"
掌 zhang3 涨仉长 "手 shou3, 口 kou3, 冖 mi4" 1058 "掌握 掌声 鼓掌 巴掌" "掌 zhang3 palm of the hand; sole of the foot; paw; horseshoe; to slap; to hold in one's hand; to wield
掌握 zhang3wo4 to grasp (often fig.); to control; to seize (initiative, opportunity, destiny); to master; to know well; to understand sth well and know how to use it; fluency
掌声 zhang3sheng1 applause
鼓掌 gu3zhang3 to applaud; to clap
巴掌 ba1zhang5 palm of the hand; classifier: slap"
啥 sha2  "口 kou3, 舍 she3, 古 gu3, 十 shi2" 1059  
升 sheng1 甥昇笙陞生声牲 "廾 gong3, 十 shi2" 1060 "上升 提升 升级 升值" "升 sheng1 to ascend; to rise to the rank of; to promote; to hoist; liter
上升 shang4sheng1 to rise; to go up; to ascend
提升 ti2sheng1 to promote; to upgrade
升级 sheng1ji2 to go up by one grade; to be promoted; to escalate (in intensity); (computing) to upgrade
升值 sheng1zhi2 to rise in value; to appreciate"
裤 ku4 酷库喾绔 "衤 yi1, 库 ku4, 广 guang3, 车 che1, 厂 chang3, 十 shi2" 1061 "裤子 内裤 短裤 长裤" "裤 ku4 underpants; trousers; pants
裤子 ku4zi5 pants; trousers; pants
内裤 nei4ku4 underpants; panties; briefs
短裤 duan3ku4 short pants; shorts
长裤 chang2ku4 trousers"
临 lin2 磷霖𬴊啉瞵林遴𬭸箖鳞琳淋粼嶙麟辚璘翷邻潾 "𠂉 jiu3, 口 kou3" 1062 "面临 临时 来临 降临" "临 lin2 to face; to overlook; to arrive; to be (just) about to; just before
面临 mian4lin2 to face sth; to be confronted with
临时 lin2shi2 as the time draws near; at the last moment; temporary; interim; ad hoc
来临 lai2lin2 to approach; to come closer
降临 jiang4lin2 to descend; to arrive; to come"
智 zhi4 志庤忮骘锧跱铚挚峙觯栉踬疐滍畤雉窒梽至鸷桎贽帙郅 "知 zhi1, 日 ri4, 矢 shi3, 口 kou3, 𠂉 jiu3, 大 da4, 人 ren2, 囗 wei2" 1063 "智慧 理智 智能 智力" "智 zhi4 (literary) wise; wisdom
智慧 zhi4hui4 wisdom; knowledge; intelligent; intelligence
理智 li3zhi4 reason; intellect; rationality; rational
智能 zhi4neng2 intelligent; able; smart (phone, system, bomb etc)
智力 zhi4li4 intelligence; intellect"
盘 pan2 槃蟠爿磻磐蹒 "舟 zhou1, 皿 min3" 1064 "硬盘 光盘 键盘 盘子" "盘 pan2 plate; dish; tray; board; hard drive (computing); to build; to coil; to check; to examine; to transfer (property); to make over; classifier for food: dish, helping; to coil; classifier for coils of wire; classifier for games of chess
硬盘 ying4pan2 hard disk
光盘 guang1pan2 compact disc (cd); dvd; cd-rom
键盘 jian4pan2 keyboard
盘子 pan2zi5 tray; plate; dish"
研 yan2 𫄧芫炎筵讠严言盐岩檐妍闫沿蜒阎虤颜延 "石 dan4, 开 kai1, 口 kou3, 廾 gong3, 十 shi2" 1065 "研究 研究生 科研 研发" "研 yan2 to grind; study; research
研究 yan2jiu1 research; a study; to research; to look into
研究生 yan2jiu1sheng1 graduate student; postgraduate student; research student
科研 ke1yan2 (scientific) research
研发 yan2fa1 research and development; to develop"
菲 fei1 𬴂妃扉绯霏飞鲱蜚啡非 "艹 cao3, 非 fei1, 十 shi2, 三 san1, 二 er4" 1066 "不菲 苏菲 菲菲" "菲 fei1 luxuriant (plant growth); rich with fragrance; phenanthrene c14h10
不菲 bu4fei3 considerable (cost etc); bountiful (crop etc); high (social status etc)
苏菲 su1fei1 sophie (name); sufi
菲菲 fei1fei1 very fragrant; luxurious; beautiful"
归 gui1 闺瑰邽皈硅圭鬶珪龟规鲑妫  1067 "回归 归来 归纳 归国" "归 gui1 to return; to go back to; to give back to; (of a responsibility) to be taken care of by; to belong to; to gather together; (used between two identical verbs) despite; division on the abacus with a one-digit divisor
回归 hui2gui1 to return to; to retreat; regression (statistics)
归来 gui1lai2 to return; to come back
归纳 gui1na4 to sum up; to summarize; to conclude from facts; induction (method of deduction in logic)
归国 gui1guo2 to go home (to one's native country); to return from abroad"
撞 zhuang4 壮状 "扌 shou3, 童 tong2, ㇀ ti2, 立 li4, 里 li3, 亠 tou2, 田 tian2, 土 tu3, 囗 wei2, 十 shi2" 1068 "碰撞 撞击 相撞 撞倒" "撞 zhuang4 to knock against; to bump into; to run into; to meet by accident
碰撞 peng4zhuang4 to collide; collision
撞击 zhuang4ji1 to strike; to hit; to ram
相撞 xiang1zhuang4 collision; crash; to crash together; to collide with; to bump into
撞倒 zhuang4dao3 to knock down; to knock over; to run over (sb)"
隐 yin3 吲引尹瘾饮蚓 "急 ji2, 刍 chu2, 心 xin1, ⺈ yi4" 1069 "隐藏 隐隐 隐私 隐约" "隐 yin3 secret; hidden; concealed; (prefix) crypto-
隐藏 yin3cang2 to hide; to conceal; to mask; to shelter; to harbor (i.e. keep sth hidden); to hide oneself; to lie low; to nestle; hidden; implicit; private; covert; recessed (lighting)
隐隐 yin3yin3 faint; indistinct
隐私 yin3si1 secrets; private business; privacy
隐约 yin3yue1 vague; faint; indistinct"
附 fu4 咐父蝮赋覆阜副复付赙缚腹富负㳇鲋赴讣妇傅馥驸 "付 fu4, 寸 cun4" 1070 "附近 附件 附加 附属" "附 fu4 to add; to attach; to be close to; to be attached
附近 fu4jin4 nearby; neighboring; (in the) vicinity (of); neighborhood
附件 fu4jian4 enclosure; attachment (email); appendix
附加 fu4jia1 additional; annex
附属 fu4shu3 subsidiary; auxiliary; attached; affiliated; subordinate; subordinating"
搜 sou1 溲艘飕蒐螋嗖锼馊廋 "扌 shou3, 又 you4, ㇀ ti2" 1071 "搜索 搜狐 搜集 搜寻" "搜 sou1 to search
搜索 sou1suo3 to search (a place); to search (a database); to search for (sth)
搜狐 sou1hu2 sohu, chinese web portal and online media company
搜集 sou1ji2 to gather; to collect
搜寻 sou1xun2 to search; to look for"
摆 bai3 佰百柏捭 "扌 shou3, 罢 ba4, ㇀ ti2, 罒 wang3, 去 qu4, 囗 wei2, 土 tu3, 厶 si1, 十 shi2" 1072 "摆脱 摆放 摆出 摆设" "摆 bai3 to arrange; to exhibit; to move to and fro; a pendulum
摆脱 bai3tuo1 to break away from; to cast off (old ideas etc); to get rid of; to break away (from); to break out (of); to free oneself from; to extricate oneself
摆放 bai3fang4 to set up; to arrange; to lay out
摆出 bai3chu1 to assume; to adopt (a look, pose, manner etc); to bring out for display
摆设 bai3she5 ornament; decorative item; (fig.) sth that is merely for show"
散 san4  "月 yue4, 攵 pu1, 卄 nian4, 十 shi2, 𠂉 jiu3, 乂 yi4" 1073 "散发 散步 散文 分散" "散 san4 to scatter; to break up (a meeting etc); to disperse; to disseminate; to dispel; (coll.) to sack
散发 san4fa1 to distribute; to emit; to issue
散步 san4bu4 to take a walk; to go for a walk
散文 san3wen2 prose; essay
分散 fen1san4 to scatter; to disperse; to distribute"
阳 yang2 钖佯飏杨垟蛘洋疡炀玚羊烊旸扬徉 "日 ri4, 囗 wei2" 1074 "阳光 阳台 夕阳 阴阳" "阳 yang2 positive (electric.); sun; male principle (taoism)
阳光 yang2guang1 sunshine; (of personality) upbeat; energetic; transparent (open to public scrutiny)
阳台 yang2tai2 balcony; porch
夕阳 xi1yang2 sunset; the setting sun
阴阳 yin1yang2 yin and yang"
协 xie2 斜胁缬偕挟携㙦勰邪鞋谐撷 "十 shi2, 办 ban4, 力 li4, 八 ba1" 1075 "协议 协调 协会 协助" "协 xie2 to cooperate; to harmonize; to help; to assist; to join
协议 xie2yi4 agreement; pact; protocol
协调 xie2tiao2 to coordinate; to harmonize; to fit together; to match (colors etc); harmonious; concerted
协会 xie2hui4 an association; a society
协助 xie2zhu4 to provide assistance; to aid"
租 zu1 菹 "禾 he2, 且 qie3, 木 mu4, 十 shi2" 1076 "出租车 出租 房租 租金" "租 zu1 to hire; to rent; to charter; to rent out; to lease out; rent; land tax
出租车 chu1zu1che1 taxi
出租 chu1zu1 to rent
房租 fang2zu1 rent for a room or house
租金 zu1jin1 rent"
泰 tai4 汰钛酞肽太态 "三 san1, 二 er4, 八 ba1" 1077 "泰国 泰山 泰勒 国泰" "泰 tai4 safe; peaceful; most; grand
泰国 tai4guo2 thailand; thai
泰山 tai4shan1 tarzan (fictional character reared by apes in the jungle)
泰勒 tai4le4 taylor (name)
国泰 guo2tai4 cathay pacific (hong kong airline)"
岛 dao3 蹈倒导捣祷 "鸟 niao3, 山 shan1, 乌 wu1, 马 ma3, 凵 kan3" 1078 "青岛 半岛 岛屿 群岛" "岛 dao3 island
青岛 qing1dao3 qingdao, subprovincial city in shandong
半岛 ban4dao3 peninsula
岛屿 dao3yu3 island
群岛 qun2dao3 group of islands; archipelago"
健 jian4 牮僭键舰谏毽践渐槛涧踺腱箭贱见饯𬣡楗剑溅建荐鉴件 "建 jian4, 聿 yu4, 二 er4, 十 shi2" 1079 "健康 保健 健身 健全" "健 jian4 healthy; to invigorate; to strengthen; to be good at; to be strong in
健康 jian4kang1 health; healthy
保健 bao3jian4 health protection; health care; to maintain in good health
健身 jian4shen1 to exercise; to keep fit; to work out; physical exercise
健全 jian4quan2 robust; sound"
饼 bing3 禀炳邴蛃丙昺柄秉 "并 bing4, ⺈ yi4, 开 kai1, 廾 gong3, 十 shi2" 1080 "饼干 烧饼 馅饼 煎饼" "饼 bing3 round flat cake; cookie; cake; pastry
饼干 bing3gan1 biscuit; cracker; cookie
烧饼 shao1bing5 baked sesame seed-coated cake
馅饼 xian4bing3 meat pie; pie; pasty
煎饼 jian1bing3 pancake"
较 jiao4 噍教皭徼窖轿滘醮斠藠漖酵峤叫 "车 che1, 交 jiao1, 十 shi2, 亠 tou2, 父 fu4, 八 ba1, 乂 yi4" 1081 "比较 较为 计较 较量" "较 jiao4 to compare; to dispute; compared to; (before adj.) relatively; comparatively; rather
比较 bi3jiao4 to compare; to contrast; comparatively; relatively; quite; comparison
较为 jiao4wei2 comparatively; relatively; fairly
计较 ji4jiao4 to bother about; to haggle; to bicker; to argue; plan; stratagem
较量 jiao4liang4 to pit oneself against sb; to compete with sb; contest; battle; to haggle; to quibble"
避 bi4 箅苾毙毕嬖弊篦濞庇薜跸滗赑毖壁蔽髀弼痹坒襞诐敝铋 "辶 chuo4, 辟 bi4, 辛 xin1, 尸 shi1, 口 kou3, 立 li4, 十 shi2, 亠 tou2" 1082 "避免 逃避 回避 避开" "避 bi4 to avoid; to shun; to flee; to escape; to keep away from; to leave; to hide from
避免 bi4mian3 to avert; to prevent; to avoid; to refrain from
逃避 tao2bi4 to escape; to evade; to avoid; to shirk
